地区,区域,小区,室,厅,面积,价格,每室价格,每平米价格,中民距离,中民时间,中信距离,中信时间,,
南山,红树湾,中信红树湾北区,3,2,127,21000,7000,115,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,世纪村四期,3,2,173,20000,6666,115,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,世纪村四期,3,2,173,20000,6666,148,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾南区,3,2,155,23000,7666,228,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾南区,2,2,92,21000,10500,200,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾南区,2,2,95,19000,9500,148,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾南区,3,2,155,23000,7666,150,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,世纪村四期,1,1,50,7500,7500,109,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,世纪村四期,3,2,155,17000,5666,130,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,世纪村二期,4,2,153,20000,5000,97,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,世纪村二期,4,2,154,15000,3750,90,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,世纪村三期,3,2,222,20000,6666,188,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,2,2,117,22000,11000,146,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,世纪村一期,1,1,49,7200,7200,119,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,世纪村一期,3,2,134,16000,5333,202,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾南区,3,2,188,38000,12666,105,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,美庐锦园,3,2,123,13000,4333,161,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,173,28000,9333,167,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,191,32000,10666,170,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,1,1,50,8500,8500,161,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,3,2,142,23000,7666,145,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,1,1,55,8000,8000,200,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,2,2,90,18000,9000,167,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,191,32000,10666,161,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,173,28000,9333,188,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,2,2,117,22000,11000,102,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,世纪村一期,3,2,156,16000,5333,176,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾南区,4,2,170,30000,7500,150,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,汀兰鹭榭花园,4,2,166,25000,6250,143,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,汀兰鹭榭花园,3,2,160,23000,7666,150,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,汀兰鹭榭花园,4,2,166,25000,6250,126,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾南区,4,2,205,26000,6500,174,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾南区,4,2,201,35000,8750,180,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,汀兰鹭榭花园,3,2,166,30000,10000,172,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,1,1,55,9500,9500,154,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,3,2,168,26000,8666,169,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,4,2,266,45000,11250,112,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,世纪村四期,4,2,205,23000,5750,137,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,世纪村二期,4,2,153,21000,5250,120,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,世纪村二期,2,1,91,11000,5500,165,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾南区,4,1,230,38000,9500,113,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,国际市长交流中心,1,0,38,4300,4300,140,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,国际市长交流中心,2,1,64,9000,4500,121,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,美庐锦园,3,2,115,14000,4666,237,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,202,48000,16000,222,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,2,2,117,26000,13000,175,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,188,33000,11000,159,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,188,30000,10000,227,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,145,33000,11000,163,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,196,32000,10666,219,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾南区,4,2,205,45000,11250,168,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾南区,3,2,166,28000,9333,139,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,汀兰鹭榭花园,3,2,151,21000,7000,434,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,汀兰鹭榭花园,6,2,230,100000,16666,192,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾南区,3,2,171,33000,11000,173,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾南区,4,2,173,30000,7500,172,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,汀兰鹭榭花园,2,2,145,25000,12500,171,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾南区,4,2,175,30000,7500,160,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾南区,3,2,156,25000,8333,336,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,汀兰鹭榭花园,6,2,238,80000,13333,139,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,汀兰鹭榭花园,3,2,151,21000,7000,127,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,汀兰鹭榭花园,4,2,165,21000,5250,119,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,汀兰鹭榭花园,3,2,151,18000,6000,183,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾南区,4,2,245,45000,11250,245,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,2,1,110,27000,13500,200,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,2,2,90,18000,9000,180,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,1,1,50,9000,9000,154,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,1,1,55,8500,8500,213,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,2,2,150,32000,16000,254,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,1,0,55,14000,14000,204,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,0,0,88,18000,6000,163,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,1,1,55,9000,9000,157,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,1,1,54,8500,8500,163,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,1,1,55,9000,9000,193,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,3,2,155,30000,10000,187,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,3,1,128,24000,8000,198,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,4,2,202,40000,10000,187,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,3,2,266,50000,16666,195,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,4,2,215,42000,10500,169,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,1,1,53,9000,9000,163,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,1,1,55,9000,9000,190,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,2,3,147,28000,14000,160,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,1,1,53,8500,8500,160,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,1,1,53,8500,8500,157,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,1,1,54,8500,8500,190,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,2,3,147,28000,14000,245,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,2,1,110,27000,13500,264,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,世纪村二期,4,3,265,70000,17500,130,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,世纪村一期,4,2,168,22000,5500,140,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,世纪村四期,4,2,200,28000,7000,122,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,世纪村三期,3,1,220,27000,9000,121,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,世纪村四期,3,2,205,25000,8333,287,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾南区,5,1,348,100000,20000,152,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾南区,4,2,230,35000,8750,202,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,173,35000,11666,213,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,2,2,117,25000,12500,220,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,181,40000,13333,173,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,173,30000,10000,105,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,美庐锦园,4,1,166,17500,4375,157,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,190,30000,10000,205,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,146,30000,10000,188,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,202,38000,12666,204,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,196,40000,13333,184,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,173,32000,10666,188,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,186,35000,11666,177,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,197,35000,11666,175,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,154,27000,9000,213,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,2,2,117,25000,12500,173,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,202,35000,11666,319,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,1,0,72,23000,23000,206,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,145,30000,10000,213,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,2,2,117,25000,12500,204,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,196,40000,13333,222,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,2,2,117,26000,13000,173,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,173,30000,10000,193,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,145,28000,9333,220,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,145,32000,10666,203,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,197,40000,13333,215,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,2,2,116,25000,12500,213,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,2,2,117,25000,12500,178,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,196,35000,11666,159,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,2,2,144,23000,11500,206,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,145,30000,10000,174,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,189,33000,11000,208,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,173,36000,12000,213,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,2,2,117,25000,12500,252,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,4,2,238,60000,15000,188,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,1,1,117,22000,22000,213,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,2,1,117,25000,12500,309,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,4,2,323,100000,25000,250,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,240,60000,20000,213,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,2,2,117,25000,12500,136,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,2,1,117,16000,8000,173,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,173,30000,10000,180,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,2,2,144,26000,13000,333,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,240,80000,26666,209,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,191,40000,13333,158,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,国际市长交流中心,1,1,63,10000,10000,115,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,国际市长交流中心,1,0,39,4500,4500,76,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾南区,4,2,222,16900,4225,156,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾南区,5,2,224,35000,7000,155,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾南区,5,2,225,35000,7000,238,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾南区,2,2,168,40000,20000,162,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,1,1,54,8800,8800,163,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,1,1,55,9000,9000,154,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,1,1,55,8500,8500,187,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,3,1,128,24000,8000,195,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,4,2,215,42000,10500,140,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,世纪村四期,4,2,200,28000,7000,222,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,2,2,117,26000,13000,212,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,百仕达红树西岸,3,2,188,40000,13333,154,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,1,1,55,8500,8500,86,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,桂苑小区,3,2,93,8000,2666,244,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾南区,4,3,245,60000,15000,114,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,4,2,315,36000,9000,180,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾北区,4,2,266,48000,12000,159,12136,3791,11031,1999,63.18333333,33.31666667
南山,红树湾,中信红树湾南区,3,2,188,30000,10000,100,12136,3791,11031,1999,63.18333333,33.31666667
南山,科技园,恒立听海花园,2,2,75,7500,3750,112,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,阳光带海滨城一期,4,2,177,20000,5000,96,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,阳光带海滨城一期,2,2,93,9000,4500,126,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,海怡东方花园,3,2,119,15000,5000,100,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,1,0,40,4000,4000,107,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,科技园三十四区,3,1,52,5600,1866,105,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,1,0,40,4200,4200,106,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,博客公寓,1,0,32,3400,3400,84,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,科技园三十四区,1,1,32,2700,2700,82,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,阳光海景豪苑,2,1,58,4800,2400,105,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,1,0,40,4200,4200,95,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,1,0,40,3800,3800,102,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲都市花园,2,2,80,8200,4100,100,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,朗景园,1,1,45,4500,4500,80,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,阳光海景豪苑,2,1,57,4600,2300,88,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,2,1,60,5300,2650,110,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,1,1,50,5500,5500,86,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,阳光海景豪苑,2,1,58,5000,2500,116,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,2,1,60,7000,3500,106,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,滨福世纪广场,1,1,50,5300,5300,75,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,朗景园,2,2,80,6000,3000,96,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,科技园三十四区,1,1,52,5000,5000,88,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,2,1,60,5300,2650,95,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,中信海阔天空,3,2,115,11000,3666,92,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,1,1,50,4600,4600,75,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,深南花园,3,2,103,7800,2600,79,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,阳光海景豪苑,2,1,58,4600,2300,88,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,2,1,60,5300,2650,136,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,岸芷汀兰,2,2,88,12000,6000,93,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,2,1,60,5600,2800,75,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,豪方花园,2,1,73,5500,2750,100,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,1,1,50,5000,5000,92,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,1,1,50,4600,4600,89,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,阳光海景豪苑,2,1,56,5000,2500,83,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,2,2,60,5000,2500,93,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,2,1,60,5600,2800,102,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,阳光带海滨城一期,4,2,161,16500,4125,83,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,帝景园,2,1,66,5500,2750,100,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,2,1,60,6000,3000,96,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,1,1,50,4800,4800,96,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,2,1,60,5800,2900,67,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,汇景豪苑,5,1,178,12000,2400,83,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,2,1,60,5000,2500,83,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,2,1,60,5000,2500,83,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,汇景豪苑,2,1,66,5500,2750,126,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,科苑西住宅小区,6,2,206,26000,4333,74,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,科苑居,1,0,43,3200,3200,70,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,帝景园,1,1,64,4500,4500,119,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,滨福世纪广场,1,1,46,5500,5500,85,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,科技园三十六区,3,2,94,8000,2666,104,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,阳光带海滨城二期,3,2,115,12000,4000,88,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,豪方现代豪园,3,2,100,8800,2933,80,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,朗景园,3,2,99,8000,2666,81,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,英伦名苑三期,2,2,80,6500,3250,61,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,科技园三十七区,4,2,138,8500,2125,105,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,阳光带海滨城二期,2,2,88,9300,4650,119,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,阳光带海滨城二期,3,2,109,13000,4333,103,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,阳光带海滨城一期,4,2,164,17000,4250,100,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,阳光带海滨城二期,2,2,88,8800,4400,95,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,中信海阔天空,3,2,115,11000,3666,95,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,1,0,40,3800,3800,93,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,深圳市软件产业基地,1,0,48,4500,4500,93,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,深圳市软件产业基地,1,0,48,4500,4500,67,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,凯丽花园,4,1,97,6500,1625,96,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,2,1,50,4800,2400,75,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,阳光海景豪苑,2,1,58,4400,2200,96,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,2,1,60,5800,2900,100,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,1,1,40,4000,4000,73,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,豪方现代豪园,4,1,150,11000,2750,93,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,科苑居,1,0,32,3000,3000,85,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,深圳市软件产业基地,1,0,48,4100,4100,116,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,泰阳硅谷公寓,1,1,30,3500,3500,93,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,深圳市软件产业基地,1,0,48,4500,4500,80,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,2,1,60,4800,2400,95,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲都市花园,3,2,100,9500,3166,209,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,豪方现代豪园,3,1,17,3560,1186,90,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲都市花园,2,1,80,7260,3630,89,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,阳光海景豪苑,2,2,58,5200,2600,312,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,帝景园,2,2,90,5500,2750,76,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,阳光海景豪苑,2,1,78,6000,3000,322,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,帝景园,2,2,90,6200,3100,273,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,2,1,60,5000,2500,90,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,1,1,50,4500,4500,80,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,科技园三十六区,3,1,75,6000,2000,92,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,1,1,50,4600,4600,95,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,1,0,40,3800,3800,80,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,1,0,40,3200,3200,100,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,1,0,40,4000,4000,100,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,1,0,40,4000,4000,100,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,2,1,60,6000,3000,80,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,1,1,50,4000,4000,85,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,2,1,60,5100,2550,80,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,1,2,50,4000,4000,75,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,2,1,60,4500,2250,80,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,1,1,50,4000,4000,80,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,2,1,60,4800,2400,85,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,2,1,60,5100,2550,80,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,1,2,50,4000,4000,80,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,1,1,40,3200,3200,80,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,2,1,60,4800,2400,80,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,2,1,60,4800,2400,96,20810,4808,13498,2862,80.13333333,47.7
南山,科技园,大冲新城花园,2,1,50,4800,2400,96,20810,4808,13498,2862,80.13333333,47.7
